stock,weight,score,rank
3037,0.037500000000000006,3.4672061701324286,1
3443,0.03333333333333333,2.500370800015708,2
2454,0.03333333333333333,2.2592186853337832,3
2360,0.037500000000000006,2.0371451693165774,4
2303,0.03333333333333333,1.8600575515054287,5
2368,0.037500000000000006,1.844895250943487,6
3711,0.03333333333333333,1.8305114417503134,7
2345,0.037500000000000006,1.6979554935354968,8
2308,0.037500000000000006,1.5169722196526592,9
2351,0.03333333333333333,1.5119286879285077,10
2344,0.03333333333333333,1.4293325592276531,11
2408,0.03333333333333333,1.3633778243069843,12
1802,0.1,0.9376583372764721,13
2451,0.037500000000000006,0.9113865613695278,14
6770,0.03333333333333333,0.8978521049376946,15
2313,0.037500000000000006,0.593055756132806,16
1303,0.1,0.5839074360881825,17
2409,0.1,0.3748899985218447,18
3661,0.03333333333333333,0.32068971694293835,19
2312,0.037500000000000006,0.2873408532626648,20
1590,0.1,0.2272528866918661,21
