stock,weight,score,rank
2027,0.049999999937499984,3.434917618588958,1
3661,0.049999999937499984,2.2824198442322303,2
1231,0.049999999937499984,2.2730958130754013,3
2345,0.040000000200000004,1.7119900046169527,4
2603,0.049999999937499984,1.3724687130783568,5
2606,0.049999999937499984,1.3564881556960013,6
2609,0.049999999937499984,1.329691200850427,7
2454,0.049999999937499984,1.2474313717910896,8
2357,0.040000000200000004,1.1985419875415158,9
2618,0.049999999937499984,1.1866956663837376,10
2379,0.049999999937499984,1.1651384317971318,11
1210,0.049999999937499984,1.1481794022984049,12
2368,0.040000000200000004,1.074724199565349,13
2723,0.049999999937499984,0.9843921392692966,14
2891,0.049999999937499984,0.8884315243267545,15
2812,0.049999999937499984,0.8856457055363242,16
2615,0.049999999937499984,0.8164312628722363,17
3231,0.040000000200000004,0.7618026535444294,18
5903,0.049999999937499984,0.6938136665625726,19
1590,0.049999999937499984,0.6928950455924943,20
2451,0.040000000200000004,0.5669787161591338,21
