stock,weight,score,rank
2027,0.047619047619047616,4.059995669367704,1
2606,0.047619047619047616,2.156336880277281,2
3661,0.047619047619047616,2.054349926036605,3
1231,0.047619047619047616,2.007975625718874,4
2345,0.047619047619047616,1.5866893287223214,5
2454,0.047619047619047616,1.5263288619309974,6
2603,0.047619047619047616,1.517779291808695,7
2609,0.047619047619047616,1.473931107993922,8
2357,0.047619047619047616,1.4346054134853126,9
2618,0.047619047619047616,1.3584034450636704,10
2637,0.047619047619047616,1.2474473961955022,11
2891,0.047619047619047616,1.0335614772494932,12
2723,0.047619047619047616,1.02710376214339,13
2312,0.047619047619047616,0.8998377856356978,14
1590,0.047619047619047616,0.8016392342319002,15
2002,0.047619047619047616,0.7753818191102263,16
2812,0.047619047619047616,0.7088306120516018,17
2610,0.047619047619047616,0.6905728474072491,18
2379,0.047619047619047616,0.6883140380079188,19
3443,0.047619047619047616,0.6818791707205893,20
2368,0.047619047619047616,0.661365417772072,21
